1295.07,-157.803,768.119,137.759,11.6993,91.7677
1294.01,-156.117,767.709,137.758,11.6999,91.769
1292.95,-154.426,767.3,137.76,11.7004,91.7691
1291.89,-152.741,766.891,137.759,11.7002,91.769
1290.83,-151.054,766.466,137.76,11.6999,91.7695
1289.77,-149.367,766.062,137.759,11.7,91.7698
1288.7,-147.678,765.65,137.759,11.7003,91.7691
1287.64,-145.99,765.237,137.759,11.6998,91.7685
1286.58,-144.304,764.831,137.759,11.7004,91.7692
1285.53,-142.618,764.417,137.759,11.7002,91.7694
1284.47,-140.929,764.01,137.76,11.7008,91.7692
1283.41,-139.246,763.596,137.757,11.6999,91.7684
1282.34,-137.554,763.177,137.759,11.6997,91.7688
1281.28,-135.873,762.769,137.757,11.6987,91.7682
1280.22,-134.184,762.366,137.757,11.6997,91.7681
1279.16,-132.493,761.952,137.759,11.7004,91.769
1278.1,-130.809,761.532,137.758,11.6992,91.7689
1277.04,-129.117,761.123,137.76,11.6996,91.7691
1275.98,-127.429,760.713,137.76,11.6999,91.7689
1274.92,-125.742,760.309,137.76,11.7006,91.7688
1273.86,-124.058,759.892,137.759,11.7,91.7693
1272.79,-122.365,759.468,137.761,11.6998,91.7699
1271.73,-120.68,759.066,137.76,11.7,91.7696
1270.67,-118.992,758.652,137.76,11.7,91.7691
1269.61,-117.304,758.245,137.76,11.7003,91.7691
1268.55,-115.619,757.832,137.759,11.6999,91.7693
1267.49,-113.933,757.413,137.759,11.6994,91.7693
1266.43,-112.247,757.002,137.759,11.7,91.7692
1265.37,-110.557,756.598,137.759,11.7,91.7686
1264.31,-108.871,756.192,137.759,11.7001,91.7685
1263.25,-107.182,755.782,137.76,11.7001,91.7684
1262.19,-105.495,755.359,137.759,11.6998,91.7691
1261.13,-103.808,754.944,137.759,11.6996,91.7694
1260.07,-102.121,754.538,137.759,11.6999,91.7686
1259.01,-100.435,754.132,137.759,11.6999,91.7685
1257.95,-98.7465,753.72,137.759,11.6998,91.7682
1256.89,-97.0631,753.302,137.758,11.6997,91.7686
1255.83,-95.3758,752.901,137.758,11.6997,91.7682
1254.77,-93.6867,752.484,137.758,11.6996,91.7688
1253.71,-91.9995,752.071,137.758,11.6994,91.7682
1252.64,-90.3101,751.667,137.759,11.7005,91.7686
1251.58,-88.6231,751.254,137.759,11.7002,91.7685
1250.52,-86.9361,750.838,137.759,11.6997,91.769
1249.46,-85.2483,750.428,137.759,11.7,91.7689
1248.4,-83.5602,750.009,137.759,11.6998,91.7693
1247.33,-81.8703,749.598,137.76,11.6997,91.769
1246.28,-80.1839,749.191,137.76,11.7,91.7692
1245.22,-78.4973,748.777,137.76,11.7,91.769
1244.16,-76.81,748.373,137.76,11.7005,91.7687
1243.09,-75.1201,747.958,137.761,11.7004,91.7694
1242.03,-73.4351,747.538,137.76,11.6994,91.7693
1240.97,-71.7478,747.131,137.759,11.7002,91.7689
1239.91,-70.0602,746.729,137.76,11.7001,91.7679
1238.85,-68.3741,746.308,137.76,11.7001,91.7689
1237.8,-66.6902,745.9,137.758,11.7001,91.7686
1236.73,-65.0033,745.485,137.758,11.6993,91.7686
1235.68,-63.3175,745.073,137.757,11.6993,91.7682
1234.61,-61.6278,744.668,137.758,11.7002,91.7686
1233.55,-59.9415,744.265,137.758,11.7002,91.7673
1232.49,-58.2521,743.842,137.759,11.6995,91.7682
1231.43,-56.562,743.432,137.76,11.7004,91.7685
1230.37,-54.8808,743.02,137.758,11.6997,91.7685
1229.31,-53.1903,742.602,137.759,11.7001,91.7686
1228.24,-51.5011,742.198,137.759,11.6998,91.7687
1227.18,-49.8125,741.783,137.76,11.7005,91.7685
1226.12,-48.1235,741.365,137.761,11.6996,91.7692
1225.06,-46.4352,740.96,137.761,11.7005,91.7689
1224,-44.7501,740.547,137.76,11.7002,91.7693
1222.95,-43.0688,740.138,137.758,11.6998,91.7682
1221.88,-41.3794,739.729,137.758,11.7002,91.768
1220.82,-39.6926,739.319,137.758,11.7,91.7677
1219.76,-38.0018,738.909,137.76,11.7005,91.7684
1218.7,-36.3171,738.49,137.759,11.6997,91.7681
1217.64,-34.6275,738.081,137.759,11.7002,91.7682
1216.58,-32.9393,737.673,137.76,11.701,91.7687
1215.51,-31.251,737.253,137.76,11.6996,91.769
1214.46,-29.5647,736.846,137.76,11.7007,91.7689
1213.4,-27.8777,736.436,137.76,11.7,91.768
1212.33,-26.194,736.028,137.758,11.7002,91.7676
1211.28,-24.5072,735.614,137.758,11.6993,91.7677
1210.21,-22.8129,735.193,137.761,11.7004,91.7694
1209.16,-21.1332,734.792,137.758,11.7,91.7679
1208.09,-19.439,734.371,137.76,11.6999,91.7692
1207.03,-17.7549,733.966,137.759,11.7003,91.7686
1205.96,-16.0624,733.551,137.761,11.7004,91.769
1204.91,-14.3829,733.144,137.758,11.6997,91.768
1203.85,-12.6972,732.735,137.757,11.6995,91.7672
1202.78,-11.0023,732.318,137.76,11.7,91.7689
1201.73,-9.3195,731.91,137.758,11.6999,91.768
1200.66,-7.6277,731.494,137.761,11.7001,91.7691
1199.61,-5.9416,731.08,137.76,11.7001,91.7687
1198.55,-4.257,730.682,137.759,11.6999,91.7675
1197.48,-2.568,730.259,137.76,11.6996,91.7683
1196.43,-0.8849,729.861,137.758,11.6998,91.7665
1195.36,0.8054,729.436,137.759,11.6993,91.7679
1194.3,2.495,729.027,137.76,11.7004,91.7689
1193.24,4.185,728.618,137.761,11.7005,91.7682
1192.19,5.8626,728.213,137.757,11.7001,91.7671
1191.13,7.5518,727.789,137.758,11.6993,91.7678
1190.06,9.244,727.385,137.76,11.7003,91.768
